CALENDAR_CD,OFF_DATE
MAAAA,2015-08-02
MAAAA,2015-08-07
MAAAA,2015-08-08
MAAAA,2015-08-09
MAAAA,2015-08-10
MAAAA,2015-08-15
MAAAA,2015-08-16
MAAAA,2015-08-22
MAAAA,2015-08-23
MAAAA,2015-08-29
MAAAA,2015-08-30
MAAAA,2015-09-05
MAAAA,2015-09-06
MAAAA,2015-09-12
MAAAA,2015-09-13
MAAAA,2015-09-19
MAAAA,2015-09-20
MAAAA,2015-09-24
MAAAA,2015-09-26
MAAAA,2015-09-27
MAAAA,2015-10-03
MAAAA,2015-10-04
MAAAA,2015-10-10
MAAAA,2015-10-11
MAAAA,2015-10-17
MAAAA,2015-10-18
MAAAA,2015-10-24
MAAAA,2015-10-25
MAAAA,2015-10-31
MAAAA,2015-11-01
MAAAA,2015-11-08
MAAAA,2015-11-15
MAAAA,2015-11-22
MAAAA,2015-11-29
MAAAA,2015-12-06
MAAAA,2015-12-13
MAAAA,2015-12-20
MAAAA,2015-12-24
MAAAA,2015-12-25
MAAAA,2015-12-27
MAAAA,2016-01-01
MAAAA,2016-01-03
MAAAA,2016-01-10
MAAAA,2016-01-17
MAAAA,2016-01-24
MAAAA,2016-01-31
MAAAA,2016-02-06
MAAAA,2016-02-07
MAAAA,2016-02-08
MAAAA,2016-02-09
MAAAA,2016-02-14
MAAAA,2016-02-21
MAAAA,2016-02-28
MAAAA,2016-03-06
MAAAA,2016-03-13
MAAAA,2016-03-20
MAAAA,2016-03-27
MAAAA,2016-04-03
MAAAA,2016-04-10
MAAAA,2016-04-17
MAAAA,2016-04-24
MAAAA,2016-05-01
MAAAA,2016-05-02
MAAAA,2016-05-08
MAAAA,2016-05-15
MAAAA,2016-05-21
MAAAA,2016-05-22
MAAAA,2016-05-29
MAAAA,2016-06-04
MAAAA,2016-06-05
MAAAA,2016-06-12
MAAAA,2016-06-19
MAAAA,2016-06-26
MAAAA,2016-07-03
MAAAA,2016-07-06
MAAAA,2016-07-07
MAAAA,2016-07-10
MAAAA,2016-07-17
MAAAA,2016-07-24
MAAAA,2016-07-31
MAAAA,2016-08-07
MAAAA,2016-08-14
MAAAA,2016-08-21
MAAAA,2016-08-27
MAAAA,2016-08-28
MAAAA,2016-08-31
MAAAA,2016-09-04
MAAAA,2016-09-11
MAAAA,2016-09-12
MAAAA,2016-09-16
MAAAA,2016-09-18
MAAAA,2016-09-25
MAAAA,2016-10-02
MAAAA,2016-10-03
MAAAA,2016-10-09
MAAAA,2016-10-16
MAAAA,2016-10-23
MAAAA,2016-10-30
MAAAA,2016-11-06
MAAAA,2016-11-13
MAAAA,2016-11-20
MAAAA,2016-11-27
MAAAA,2016-12-04
MAAAA,2016-12-11
MAAAA,2016-12-12
MAAAA,2016-12-13
MAAAA,2016-12-18
MAAAA,2016-12-24
MAAAA,2016-12-25
MAAAA,2016-12-26
MAAAA,2016-12-31
MAAAA,2017-01-01
MAAAA,2017-01-02
MAAAA,2017-01-08
MAAAA,2017-01-15
MAAAA,2017-01-22
MAAAA,2017-01-28
MAAAA,2017-01-29
MAAAA,2017-01-30
MAAAA,2017-02-05
MAAAA,2017-02-12
MAAAA,2017-02-19
MAAAA,2017-02-26
MAAAA,2017-03-05
MAAAA,2017-03-12
MAAAA,2017-03-19
MAAAA,2017-03-26
MAAAA,2017-04-02
MAAAA,2017-04-09
MAAAA,2017-04-16
MAAAA,2017-04-23
MAAAA,2017-04-24
MAAAA,2017-04-30
MAAAA,2017-05-01
MAAAA,2017-05-07
MAAAA,2017-05-10
MAAAA,2017-05-14
MAAAA,2017-05-21
MAAAA,2017-05-28
MAAAA,2017-06-04
MAAAA,2017-06-11
MAAAA,2017-06-18
MAAAA,2017-06-25
MAAAA,2017-06-26
MAAAA,2017-06-27
MAAAA,2017-07-02
MAAAA,2017-07-09
MAAAA,2017-07-16
MAAAA,2017-07-23
MAAAA,2017-07-30
MAAAA,2017-08-06
MAAAA,2017-08-13
MAAAA,2017-08-20
MAAAA,2017-08-27
MAAAA,2017-08-31
MAAAA,2017-09-01
MAAAA,2017-09-03
MAAAA,2017-09-09
MAAAA,2017-09-10
MAAAA,2017-09-16
MAAAA,2017-09-17
MAAAA,2017-09-22
MAAAA,2017-09-24
MAAAA,2017-10-01
MAAAA,2017-10-08
MAAAA,2017-10-15
MAAAA,2017-10-22
MAAAA,2017-10-29
MAAAA,2017-11-05
MAAAA,2017-11-12
MAAAA,2017-11-19
MAAAA,2017-11-26
MAAAA,2017-12-01
MAAAA,2017-12-03
MAAAA,2017-12-10
MAAAA,2017-12-11
MAAAA,2017-12-17
MAAAA,2017-12-24
MAAAA,2017-12-25
MAAAA,2017-12-31
MAAAA,2018-01-01
MAAAA,2018-01-07
MAAAA,2018-01-14
MAAAA,2018-01-21
MAAAA,2018-01-28
MAAAA,2018-02-04
MAAAA,2018-02-11
MAAAA,2018-02-16
MAAAA,2018-02-17
MAAAA,2018-02-18
MAAAA,2018-02-25
MAAAA,2018-03-04
MAAAA,2018-03-11
MAAAA,2018-03-18
MAAAA,2018-03-25
MAAAA,2018-04-01
MAAAA,2018-04-08
MAAAA,2018-04-15
MAAAA,2018-04-22
MAAAA,2018-04-29
MAAAA,2018-05-01
MAAAA,2018-05-06
MAAAA,2018-05-09
MAAAA,2018-05-13
MAAAA,2018-05-20
MAAAA,2018-05-27
MAAAA,2018-05-29
MAAAA,2018-06-03
MAAAA,2018-06-10
MAAAA,2018-06-15
MAAAA,2018-06-16
MAAAA,2018-06-17
MAAAA,2018-06-24
MAAAA,2018-07-01
MAAAA,2018-07-08
MAAAA,2018-07-15
MAAAA,2018-07-22
MAAAA,2018-07-29
MAAAA,2018-08-05
MAAAA,2018-08-12
MAAAA,2018-08-19
MAAAA,2018-08-22
MAAAA,2018-08-26
MAAAA,2018-08-31
MAAAA,2018-09-02
MAAAA,2018-09-09
MAAAA,2018-09-10
MAAAA,2018-09-16
MAAAA,2018-09-17
MAAAA,2018-09-23
MAAAA,2018-09-30
MAAAA,2018-10-07
MAAAA,2018-10-14
MAAAA,2018-10-21
MAAAA,2018-10-28
MAAAA,2018-11-04
MAAAA,2018-11-06
MAAAA,2018-11-11
MAAAA,2018-11-18
MAAAA,2018-11-20
MAAAA,2018-11-25
MAAAA,2018-12-02
MAAAA,2018-12-09
MAAAA,2018-12-11
MAAAA,2018-12-16
MAAAA,2018-12-23
MAAAA,2018-12-25
MAAAA,2018-12-30
MAAAA,2019-01-01
MAAAA,2019-01-06
MAAAA,2019-01-13
MAAAA,2019-01-20
MAAAA,2019-01-21
MAAAA,2019-01-27
MAAAA,2019-02-03
MAAAA,2019-02-05
MAAAA,2019-02-06
MAAAA,2019-02-10
MAAAA,2019-02-17
MAAAA,2019-02-24
MAAAA,2019-03-03
MAAAA,2019-03-10
MAAAA,2019-03-17
MAAAA,2019-03-24
MAAAA,2019-03-31
MAAAA,2019-04-07
MAAAA,2019-04-14
MAAAA,2019-04-21
MAAAA,2019-04-28
MAAAA,2019-05-01
MAAAA,2019-05-05
MAAAA,2019-05-12
MAAAA,2019-05-19
MAAAA,2019-05-20
MAAAA,2019-05-26
MAAAA,2019-06-02
MAAAA,2019-06-05
MAAAA,2019-06-06
MAAAA,2019-06-09
MAAAA,2019-06-16
MAAAA,2019-06-23
MAAAA,2019-06-30
MAAAA,2019-07-07
MAAAA,2019-07-14
MAAAA,2019-07-21
MAAAA,2019-07-28
MAAAA,2019-08-04
MAAAA,2019-08-11
MAAAA,2019-08-12
MAAAA,2019-08-18
MAAAA,2019-08-25
MAAAA,2019-08-31
MAAAA,2019-09-01
MAAAA,2019-09-02
MAAAA,2019-09-08
MAAAA,2019-09-09
MAAAA,2019-09-15
MAAAA,2019-09-16
MAAAA,2019-09-22
MAAAA,2019-09-29
MAAAA,2019-10-06
MAAAA,2019-10-13
MAAAA,2019-10-20
MAAAA,2019-10-27
MAAAA,2019-10-28
MAAAA,2019-11-03
MAAAA,2019-11-09
MAAAA,2019-11-10
MAAAA,2019-11-17
MAAAA,2019-11-24
MAAAA,2019-12-01
MAAAA,2019-12-08
MAAAA,2019-12-11
MAAAA,2019-12-15
MAAAA,2019-12-22
MAAAA,2019-12-25
MAAAA,2019-12-29
MAAAA,2020-01-01
MAAAA,2020-01-05
MAAAA,2020-01-12
MAAAA,2020-01-19
MAAAA,2020-01-25
MAAAA,2020-01-26
MAAAA,2020-01-27
MAAAA,2020-02-02
MAAAA,2020-02-08
MAAAA,2020-02-09
MAAAA,2020-02-16
MAAAA,2020-02-23
MAAAA,2020-03-01
MAAAA,2020-03-08
MAAAA,2020-03-15
MAAAA,2020-03-22
MAAAA,2020-03-29
MAAAA,2020-04-05
MAAAA,2020-04-12
MAAAA,2020-04-19
MAAAA,2020-04-26
MAAAA,2020-05-01
MAAAA,2020-05-03
MAAAA,2020-05-07
MAAAA,2020-05-10
MAAAA,2020-05-17
MAAAA,2020-05-24
MAAAA,2020-05-25
MAAAA,2020-05-26
MAAAA,2020-05-31
MAAAA,2020-06-07
MAAAA,2020-06-14
MAAAA,2020-06-21
MAAAA,2020-06-28
MAAAA,2020-07-05
MAAAA,2020-07-12
MAAAA,2020-07-19
MAAAA,2020-07-26
MAAAA,2020-07-31
MAAAA,2020-08-02
MAAAA,2020-08-09
MAAAA,2020-08-16
MAAAA,2020-08-20
MAAAA,2020-08-23
MAAAA,2020-08-30
MAAAA,2020-08-31
MAAAA,2020-09-06
MAAAA,2020-09-09
MAAAA,2020-09-13
MAAAA,2020-09-16
MAAAA,2020-09-20
MAAAA,2020-09-27
MAAAA,2020-10-04
MAAAA,2020-10-11
MAAAA,2020-10-18
MAAAA,2020-10-25
MAAAA,2020-10-29
MAAAA,2020-11-01
MAAAA,2020-11-08
MAAAA,2020-11-14
MAAAA,2020-11-15
MAAAA,2020-11-22
MAAAA,2020-11-29
MAAAA,2020-12-06
MAAAA,2020-12-11
MAAAA,2020-12-13
MAAAA,2020-12-20
MAAAA,2020-12-25
MAAAA,2020-12-27
NAAAA,2014-03-01
NAAAA,2014-03-02
NAAAA,2014-03-08
NAAAA,2014-03-09
NAAAA,2014-03-15
NAAAA,2014-03-16
NAAAA,2014-03-22
NAAAA,2014-03-23
NAAAA,2014-03-29
NAAAA,2014-03-30
NAAAA,2014-04-05
NAAAA,2014-04-06
NAAAA,2014-04-07
NAAAA,2014-04-12
NAAAA,2014-04-13
NAAAA,2014-04-19
NAAAA,2014-04-20
NAAAA,2014-04-26
NAAAA,2014-04-27
NAAAA,2014-05-01
NAAAA,2014-05-02
NAAAA,2014-05-03
NAAAA,2014-05-04
NAAAA,2014-05-10
NAAAA,2014-05-11
NAAAA,2014-05-17
NAAAA,2014-05-18
NAAAA,2014-05-24
NAAAA,2014-05-25
NAAAA,2014-05-31
NAAAA,2014-06-01
NAAAA,2014-06-02
NAAAA,2014-06-07
NAAAA,2014-06-08
NAAAA,2014-06-14
NAAAA,2014-06-15
NAAAA,2014-06-21
NAAAA,2014-06-22
NAAAA,2014-06-28
NAAAA,2014-06-29
NAAAA,2014-07-05
NAAAA,2014-07-06
NAAAA,2014-07-12
NAAAA,2014-07-13
NAAAA,2014-07-19
NAAAA,2014-07-20
NAAAA,2014-07-26
NAAAA,2014-07-27
NAAAA,2014-08-02
NAAAA,2014-08-03
NAAAA,2014-08-09
NAAAA,2014-08-10
NAAAA,2014-08-16
NAAAA,2014-08-17
NAAAA,2014-08-23
NAAAA,2014-08-24
NAAAA,2014-08-30
NAAAA,2014-08-31
NAAAA,2014-09-06
NAAAA,2014-09-07
NAAAA,2014-09-08
NAAAA,2014-09-13
NAAAA,2014-09-14
NAAAA,2014-09-20
NAAAA,2014-09-21
NAAAA,2014-09-27
NAAAA,2014-11-23
NAAAA,2014-11-29
NAAAA,2014-11-30
NAAAA,2014-12-06
NAAAA,2014-12-07
NAAAA,2014-12-13
NAAAA,2014-12-14
NAAAA,2014-12-20
NAAAA,2014-12-21
NAAAA,2014-12-27
NAAAA,2014-12-28
NAAAA,2015-01-01
NAAAA,2015-01-02
NAAAA,2015-01-03
NAAAA,2015-01-04
NAAAA,2015-01-10
NAAAA,2015-01-11
NAAAA,2015-01-17
NAAAA,2015-01-18
NAAAA,2015-01-24
NAAAA,2015-01-25
NAAAA,2015-01-31
NAAAA,2015-02-01
NAAAA,2015-02-07
NAAAA,2015-02-08
NAAAA,2015-02-18
NAAAA,2015-02-19
NAAAA,2015-02-20
NAAAA,2015-02-21
NAAAA,2015-02-22
NAAAA,2015-02-23
NAAAA,2015-02-24
NAAAA,2015-02-28
NAAAA,2015-03-01
NAAAA,2015-03-07
NAAAA,2015-03-08
NAAAA,2015-03-14
NAAAA,2015-03-15
NAAAA,2015-03-21
NAAAA,2015-03-22
NAAAA,2015-03-28
NAAAA,2015-03-29
NAAAA,2015-04-03
NAAAA,2015-04-04
NAAAA,2015-04-05
NAAAA,2015-04-06
NAAAA,2015-04-07
NAAAA,2015-04-11
NAAAA,2015-04-12
NAAAA,2015-04-18
NAAAA,2015-04-19
NAAAA,2015-04-25
NAAAA,2015-04-26
NAAAA,2015-05-01
NAAAA,2015-05-02
NAAAA,2015-05-03
NAAAA,2015-05-09
NAAAA,2015-05-10
NAAAA,2015-05-16
NAAAA,2015-05-17
NAAAA,2015-05-23
NAAAA,2015-05-24
NAAAA,2015-05-30
NAAAA,2015-05-31
NAAAA,2015-06-06
NAAAA,2015-06-07
NAAAA,2015-06-13
NAAAA,2015-06-14
NAAAA,2015-06-20
NAAAA,2015-06-21
NAAAA,2015-06-22
NAAAA,2015-06-27
NAAAA,2015-06-28
NAAAA,2015-07-04
NAAAA,2015-07-05
NAAAA,2015-07-11
NAAAA,2015-07-12
NAAAA,2015-07-18
NAAAA,2015-07-19
NAAAA,2015-07-25
NAAAA,2015-07-26
NAAAA,2015-08-01
NAAAA,2015-08-02
NAAAA,2015-08-08
NAAAA,2015-08-09
NAAAA,2015-08-15
NAAAA,2015-08-16
NAAAA,2015-08-22
NAAAA,2015-08-23
NAAAA,2015-08-29
NAAAA,2015-08-30
NAAAA,2015-09-03
NAAAA,2015-09-04
NAAAA,2015-09-05
NAAAA,2015-09-06
NAAAA,2015-09-12
NAAAA,2015-09-13
NAAAA,2015-09-19
NAAAA,2015-09-20
NAAAA,2015-09-26
NAAAA,2015-09-27
NAAAA,2015-09-28
NAAAA,2015-10-01
NAAAA,2015-10-02
NAAAA,2015-10-03
NAAAA,2015-10-04
NAAAA,2015-10-05
NAAAA,2015-10-06
NAAAA,2015-10-07
NAAAA,2015-10-10
NAAAA,2015-10-11
NAAAA,2015-10-17
NAAAA,2015-10-18
NAAAA,2015-10-24
NAAAA,2015-10-25
NAAAA,2015-10-31
NAAAA,2015-11-01
NAAAA,2015-11-07
NAAAA,2015-11-08
NAAAA,2015-11-14
NAAAA,2015-11-15
NAAAA,2015-11-21
NAAAA,2015-11-22
NAAAA,2015-11-28
NAAAA,2015-11-29
NAAAA,2015-12-05
NAAAA,2015-12-06
NAAAA,2015-12-12
NAAAA,2015-12-13
NAAAA,2015-12-19
NAAAA,2015-12-20
NAAAA,2015-12-25
NAAAA,2015-12-26
NAAAA,2015-12-27
NAAAA,2016-01-01
NAAAA,2016-01-02
NAAAA,2016-01-03
NAAAA,2016-01-09
NAAAA,2016-01-10
NAAAA,2016-01-16
NAAAA,2016-01-17
NAAAA,2016-01-23
NAAAA,2016-01-24
NAAAA,2016-01-30
NAAAA,2016-01-31
NAAAA,2016-02-07
NAAAA,2016-02-08
NAAAA,2016-02-09
NAAAA,2016-02-10
NAAAA,2016-02-11
NAAAA,2016-02-12
NAAAA,2016-02-13
NAAAA,2016-02-14
NAAAA,2016-02-20
NAAAA,2016-02-21
NAAAA,2016-02-27
NAAAA,2016-02-28
NAAAA,2016-03-05
NAAAA,2016-03-06
NAAAA,2016-03-12
NAAAA,2016-03-13
NAAAA,2016-03-19
NAAAA,2016-03-20
NAAAA,2016-03-26
NAAAA,2016-03-27
NAAAA,2016-04-02
NAAAA,2016-04-03
NAAAA,2016-04-04
NAAAA,2016-04-09
NAAAA,2016-04-10
NAAAA,2016-04-16
NAAAA,2016-04-17
NAAAA,2016-04-23
NAAAA,2016-04-24
NAAAA,2016-04-30
NAAAA,2016-05-01
NAAAA,2016-05-02
NAAAA,2016-05-07
NAAAA,2016-05-08
NAAAA,2016-05-14
NAAAA,2016-05-15
NAAAA,2016-05-21
NAAAA,2016-05-22
NAAAA,2016-05-28
NAAAA,2016-05-29
NAAAA,2016-06-04
NAAAA,2016-06-05
NAAAA,2016-06-09
NAAAA,2016-06-10
NAAAA,2016-06-11
NAAAA,2016-06-12
NAAAA,2016-06-18
NAAAA,2016-06-19
NAAAA,2016-06-25
NAAAA,2016-06-26
NAAAA,2016-07-02
NAAAA,2016-07-03
NAAAA,2016-07-09
NAAAA,2016-07-10
NAAAA,2016-07-16
NAAAA,2016-07-17
NAAAA,2016-07-23
NAAAA,2016-07-24
NAAAA,2016-07-30
NAAAA,2016-07-31
NAAAA,2016-08-06
NAAAA,2016-08-07
NAAAA,2016-08-13
NAAAA,2016-08-14
NAAAA,2016-08-20
NAAAA,2016-08-21
NAAAA,2016-08-27
NAAAA,2016-08-28
NAAAA,2016-09-03
NAAAA,2016-09-04
NAAAA,2016-09-10
NAAAA,2016-09-11
NAAAA,2016-09-15
NAAAA,2016-09-16
NAAAA,2016-09-17
NAAAA,2016-09-18
NAAAA,2016-09-24
NAAAA,2016-09-25
NAAAA,2016-10-01
NAAAA,2016-10-02
NAAAA,2016-10-03
NAAAA,2016-10-04
NAAAA,2016-10-05
NAAAA,2016-10-06
NAAAA,2016-10-07
NAAAA,2016-10-08
NAAAA,2016-10-09
NAAAA,2016-10-10
NAAAA,2016-10-15
NAAAA,2016-10-16
NAAAA,2016-10-22
NAAAA,2016-10-23
NAAAA,2016-10-29
NAAAA,2016-10-30
NAAAA,2016-11-05
NAAAA,2016-11-06
NAAAA,2016-11-12
NAAAA,2016-11-13
NAAAA,2016-11-19
NAAAA,2016-11-20
NAAAA,2016-11-26
NAAAA,2016-11-27
NAAAA,2016-12-03
NAAAA,2016-12-04
NAAAA,2016-12-10
NAAAA,2016-12-11
NAAAA,2016-12-17
NAAAA,2016-12-18
NAAAA,2016-12-24
NAAAA,2016-12-25
NAAAA,2016-12-31
NAAAA,2017-01-01
NAAAA,2017-01-02
NAAAA,2017-01-08
NAAAA,2017-01-15
NAAAA,2017-01-22
NAAAA,2017-01-27
NAAAA,2017-01-28
NAAAA,2017-01-29
NAAAA,2017-01-30
NAAAA,2017-01-31
NAAAA,2017-02-01
NAAAA,2017-02-02
NAAAA,2017-02-05
NAAAA,2017-02-11
NAAAA,2017-02-12
NAAAA,2017-02-18
NAAAA,2017-02-19
NAAAA,2017-02-25
NAAAA,2017-02-26
NAAAA,2017-03-04
NAAAA,2017-03-05
NAAAA,2017-03-11
NAAAA,2017-03-12
NAAAA,2017-03-18
NAAAA,2017-03-19
NAAAA,2017-03-25
NAAAA,2017-03-26
NAAAA,2017-04-01
NAAAA,2017-04-02
NAAAA,2017-04-03
NAAAA,2017-04-04
NAAAA,2017-04-08
NAAAA,2017-04-09
NAAAA,2017-04-15
NAAAA,2017-04-16
NAAAA,2017-04-22
NAAAA,2017-04-23
NAAAA,2017-04-29
NAAAA,2017-04-30
NAAAA,2017-05-01
NAAAA,2017-05-06
NAAAA,2017-05-07
NAAAA,2017-05-13
NAAAA,2017-05-14
NAAAA,2017-05-20
NAAAA,2017-05-21
NAAAA,2017-05-27
NAAAA,2017-05-28
NAAAA,2017-05-29
NAAAA,2017-05-30
NAAAA,2017-06-03
NAAAA,2017-06-04
NAAAA,2017-06-10
NAAAA,2017-06-11
NAAAA,2017-06-17
NAAAA,2017-06-18
NAAAA,2017-06-24
NAAAA,2017-06-25
NAAAA,2017-07-01
NAAAA,2017-07-02
NAAAA,2017-07-08
NAAAA,2017-07-09
NAAAA,2017-07-15
NAAAA,2017-07-16
NAAAA,2017-07-22
NAAAA,2017-07-23
NAAAA,2017-07-29
NAAAA,2017-07-30
NAAAA,2017-08-05
NAAAA,2017-08-06
NAAAA,2017-08-12
NAAAA,2017-08-13
NAAAA,2017-08-19
NAAAA,2017-08-20
NAAAA,2017-08-26
NAAAA,2017-08-27
NAAAA,2017-09-02
NAAAA,2017-09-03
NAAAA,2017-09-09
NAAAA,2017-09-10
NAAAA,2017-09-16
NAAAA,2017-09-17
NAAAA,2017-09-23
NAAAA,2017-09-24
NAAAA,2017-09-30
NAAAA,2017-10-01
NAAAA,2017-10-02
NAAAA,2017-10-03
NAAAA,2017-10-04
NAAAA,2017-10-05
NAAAA,2017-10-06
NAAAA,2017-10-07
NAAAA,2017-10-08
NAAAA,2017-10-14
NAAAA,2017-10-15
NAAAA,2017-10-21
NAAAA,2017-10-22
NAAAA,2017-10-28
NAAAA,2017-10-29
NAAAA,2017-11-04
NAAAA,2017-11-05
NAAAA,2017-11-11
NAAAA,2017-11-12
NAAAA,2017-11-18
NAAAA,2017-11-19
NAAAA,2017-11-25
NAAAA,2017-11-26
NAAAA,2017-12-02
NAAAA,2017-12-03
NAAAA,2017-12-09
NAAAA,2017-12-10
NAAAA,2017-12-16
NAAAA,2017-12-17
NAAAA,2017-12-23
NAAAA,2017-12-24
NAAAA,2017-12-30
NAAAA,2017-12-31
NAAAA,2018-01-01
NAAAA,2018-01-06
NAAAA,2018-01-07
NAAAA,2018-01-13
NAAAA,2018-01-14
NAAAA,2018-01-20
NAAAA,2018-01-21
NAAAA,2018-01-27
NAAAA,2018-01-28
NAAAA,2018-02-03
NAAAA,2018-02-04
NAAAA,2018-02-10
NAAAA,2018-02-11
NAAAA,2018-02-15
NAAAA,2018-02-16
NAAAA,2018-02-17
NAAAA,2018-02-18
NAAAA,2018-02-19
NAAAA,2018-02-20
NAAAA,2018-02-21
NAAAA,2018-02-24
NAAAA,2018-02-25
NAAAA,2018-03-03
NAAAA,2018-03-04
NAAAA,2018-03-10
NAAAA,2018-03-11
NAAAA,2018-03-17
NAAAA,2018-03-18
NAAAA,2018-03-24
NAAAA,2018-03-25
NAAAA,2018-03-31
NAAAA,2018-04-01
NAAAA,2018-04-05
NAAAA,2018-04-06
NAAAA,2018-04-07
NAAAA,2018-04-08
NAAAA,2018-04-14
NAAAA,2018-04-15
NAAAA,2018-04-21
NAAAA,2018-04-22
NAAAA,2018-04-28
NAAAA,2018-04-29
NAAAA,2018-04-30
NAAAA,2018-05-01
NAAAA,2018-05-05
NAAAA,2018-05-06
NAAAA,2018-05-12
NAAAA,2018-05-13
NAAAA,2018-05-19
NAAAA,2018-05-20
NAAAA,2018-05-26
NAAAA,2018-05-27
NAAAA,2018-06-02
NAAAA,2018-06-03
NAAAA,2018-06-09
NAAAA,2018-06-10
NAAAA,2018-06-16
NAAAA,2018-06-17
NAAAA,2018-06-18
NAAAA,2018-06-23
NAAAA,2018-06-24
NAAAA,2018-06-30
NAAAA,2018-07-01
NAAAA,2018-07-07
NAAAA,2018-07-08
NAAAA,2018-07-14
NAAAA,2018-07-15
NAAAA,2018-07-21
NAAAA,2018-07-22
NAAAA,2018-07-28
NAAAA,2018-07-29
NAAAA,2018-08-04
NAAAA,2018-08-05
NAAAA,2018-08-11
NAAAA,2018-08-12
NAAAA,2018-08-18
NAAAA,2018-08-19
NAAAA,2018-08-25
NAAAA,2018-08-26
NAAAA,2018-09-01
NAAAA,2018-09-02
NAAAA,2018-09-08
NAAAA,2018-09-09
NAAAA,2018-09-15
NAAAA,2018-09-16
NAAAA,2018-09-22
NAAAA,2018-09-23
NAAAA,2018-09-24
NAAAA,2018-09-25
NAAAA,2018-09-29
NAAAA,2018-09-30
NAAAA,2018-10-01
NAAAA,2018-10-02
NAAAA,2018-10-03
NAAAA,2018-10-04
NAAAA,2018-10-05
NAAAA,2018-10-06
NAAAA,2018-10-07
NAAAA,2018-10-13
NAAAA,2018-10-14
NAAAA,2018-10-20
NAAAA,2018-10-21
NAAAA,2018-10-27
NAAAA,2018-10-28
NAAAA,2018-11-03
NAAAA,2018-11-04
NAAAA,2018-11-10
NAAAA,2018-11-11
NAAAA,2018-11-17
NAAAA,2018-11-18
NAAAA,2018-11-24
NAAAA,2018-11-25
NAAAA,2018-12-01
NAAAA,2018-12-02
NAAAA,2018-12-08
NAAAA,2018-12-09
NAAAA,2018-12-15
NAAAA,2018-12-16
NAAAA,2018-12-22
NAAAA,2018-12-23
NAAAA,2018-12-29
NAAAA,2018-12-30
NAAAA,2018-12-31
NAAAA,2019-01-01
NAAAA,2019-01-05
NAAAA,2019-01-06
NAAAA,2019-01-12
NAAAA,2019-01-13
NAAAA,2019-01-19
NAAAA,2019-01-20
NAAAA,2019-01-26
NAAAA,2019-01-27
NAAAA,2019-02-02
NAAAA,2019-02-03
NAAAA,2019-02-04
NAAAA,2019-02-05
NAAAA,2019-02-06
NAAAA,2019-02-07
NAAAA,2019-02-08
NAAAA,2019-02-09
NAAAA,2019-02-10
NAAAA,2019-02-11
NAAAA,2019-02-16
NAAAA,2019-02-17
NAAAA,2019-02-23
NAAAA,2019-02-24
NAAAA,2019-03-02
NAAAA,2019-03-03
NAAAA,2019-03-09
NAAAA,2019-03-10
NAAAA,2019-03-16
NAAAA,2019-03-17
NAAAA,2019-03-23
NAAAA,2019-03-24
NAAAA,2019-03-30
NAAAA,2019-03-31
NAAAA,2019-04-05
NAAAA,2019-04-06
NAAAA,2019-04-07
NAAAA,2019-04-13
NAAAA,2019-04-14
NAAAA,2019-04-19
NAAAA,2019-04-20
NAAAA,2019-04-21
NAAAA,2019-04-22
NAAAA,2019-04-27
NAAAA,2019-04-28
NAAAA,2019-04-29
NAAAA,2019-04-30
NAAAA,2019-05-01
NAAAA,2019-05-04
NAAAA,2019-05-05
NAAAA,2019-05-11
NAAAA,2019-05-12
NAAAA,2019-05-13
NAAAA,2019-05-18
NAAAA,2019-05-19
NAAAA,2019-05-25
NAAAA,2019-05-26
NAAAA,2019-06-01
NAAAA,2019-06-02
NAAAA,2019-06-07
NAAAA,2019-06-08
NAAAA,2019-06-09
NAAAA,2019-06-15
NAAAA,2019-06-16
NAAAA,2019-06-22
NAAAA,2019-06-23
NAAAA,2019-06-29
NAAAA,2019-06-30
NAAAA,2019-07-01
NAAAA,2019-07-06
NAAAA,2019-07-07
NAAAA,2019-07-13
NAAAA,2019-07-14
NAAAA,2019-07-20
NAAAA,2019-07-21
NAAAA,2019-07-27
NAAAA,2019-07-28
NAAAA,2019-08-03
NAAAA,2019-08-04
NAAAA,2019-08-10
NAAAA,2019-08-11
NAAAA,2019-08-17
NAAAA,2019-08-18
NAAAA,2019-08-24
NAAAA,2019-08-25
NAAAA,2019-08-31
NAAAA,2019-09-01
NAAAA,2019-09-07
NAAAA,2019-09-08
NAAAA,2019-09-13
NAAAA,2019-09-14
NAAAA,2019-09-15
NAAAA,2019-09-21
NAAAA,2019-09-22
NAAAA,2019-09-28
NAAAA,2019-09-29
NAAAA,2019-10-01
NAAAA,2019-10-02
NAAAA,2019-10-03
NAAAA,2019-10-04
NAAAA,2019-10-05
NAAAA,2019-10-06
NAAAA,2019-10-07
NAAAA,2019-10-12
NAAAA,2019-10-13
NAAAA,2019-10-19
NAAAA,2019-10-20
NAAAA,2019-10-26
NAAAA,2019-10-27
NAAAA,2019-11-02
NAAAA,2019-11-03
NAAAA,2019-11-09
NAAAA,2019-11-10
NAAAA,2019-11-16
NAAAA,2019-11-17
NAAAA,2019-11-23
NAAAA,2019-11-24
NAAAA,2019-11-30
NAAAA,2019-12-01
NAAAA,2019-12-07
NAAAA,2019-12-08
NAAAA,2019-12-14
NAAAA,2019-12-15
NAAAA,2019-12-21
NAAAA,2019-12-22
NAAAA,2019-12-25
NAAAA,2019-12-26
NAAAA,2019-12-28
